question_id,title,content,category,created_at,views,likes,is_resolved
268,Libero ipsa recusandae iure ea sunt voluptas saepe beatae.?,"Cum impedit saepe consequatur sapiente non quidem. Totam similique fugiat at vel.
Architecto fuga assumenda assumenda laudantium est atque. Explicabo reprehenderit quisquam dolorum eligendi id.
Asperiores id tempore. Pariatur eos tempora. Deserunt necessitatibus velit necessitatibus eos.
Commodi sit ab doloremque quo. Consequuntur explicabo natus necessitatibus. Ipsam ut magnam numquam nihil rem.
Tempore autem quisquam ab dolorum.",기타,2025-05-13 22:18:50.727722,347,53,True
269,Dolorum est omnis sapiente explicabo.?,"Temporibus numquam repellendus sed. Suscipit voluptate sapiente velit reiciendis quod alias voluptatum. Culpa occaecati sequi inventore sunt. Quidem soluta distinctio natus.
Corrupti placeat quae omnis. Nemo nihil fuga corporis saepe commodi autem.
Nemo accusantium odio dolores quae. Ullam incidunt libero itaque ullam. Hic harum minus id.
Quasi atque ducimus dicta porro atque. Pariatur ipsam earum magni eos illum vel eligendi. Ipsa aut porro.",취업,2024-09-20 20:42:57.158435,704,48,True
270,Fugit iure fugiat sed officia.?,"Exercitationem eveniet est voluptatibus. Reiciendis quasi vel.
Quam ipsa commodi eius. Dolor labore impedit. Repellat fugit asperiores expedita pariatur voluptate ipsum officia.
Occaecati vel quas commodi. Quod aliquid mollitia quia. Optio odit odit mollitia.
Praesentium facere alias harum modi deserunt. Quas ab ut consectetur repellendus occaecati magni commodi.
Dolorum assumenda praesentium quis dignissimos ipsam similique enim. Quo laudantium error laboriosam. Voluptatem dolorem nam nam.",생활,2025-04-18 11:30:57.828865,149,15,True
271,Aspernatur provident id veritatis sed id fuga beatae reprehenderit.?,"Incidunt aliquid aspernatur est. Assumenda a modi ex dolorem eaque quidem. Et ab neque commodi.
Eius maiores doloremque voluptatem ea tempore. Temporibus libero fugit neque natus modi. Repellendus fugit error dolorum dignissimos iure dignissimos. Quis sit aspernatur molestias.
Cupiditate beatae unde ipsa culpa saepe omnis. Commodi quia quasi eveniet eaque.",취업,2025-01-17 19:49:26.685004,850,81,True
272,Veritatis quia possimus nam quibusdam laudantium fugiat repellendus quidem at rerum.?,"Velit quaerat quas molestias beatae sequi.
Ipsum dignissimos labore placeat fugit quidem.
In laudantium enim saepe occaecati. Assumenda adipisci dignissimos sapiente doloribus consequuntur exercitationem. Vero id provident error id dolor.
Consequuntur delectus accusantium voluptas. Occaecati vero pariatur ut in sequi eum. Voluptatum consequatur itaque quasi officiis.",취업,2025-04-08 10:11:11.220130,508,65,False
273,Rerum dolore architecto aliquam dicta.?,"Beatae earum aut. Repellendus sapiente illum placeat.
Esse harum cum velit facere at error quis. Qui repellendus accusantium quasi eveniet perspiciatis excepturi.
Illum recusandae amet ducimus veritatis. Vero laborum enim ullam.
Rem iure facilis aperiam reiciendis deserunt exercitationem porro. Culpa doloribus quisquam praesentium. Doloremque commodi ipsa iure aliquid repellat ad.",학습,2024-06-18 08:21:36.751797,27,14,True
274,Similique ipsam nostrum laboriosam pariatur harum sunt porro.?,"Accusantium iusto maxime vero. Vitae necessitatibus itaque dolores perspiciatis minima voluptatem. Iure corrupti fuga laboriosam autem.
Nesciunt fuga aperiam exercitationem iure. Molestias molestias modi libero quis illum deserunt ullam. Error sed corrupti beatae distinctio ipsam tempora.
Illum ab quod nisi autem. Mollitia eos iusto nobis asperiores.
Id quam rerum odio reiciendis minima reprehenderit possimus. Quidem beatae odio corporis vitae deserunt ut. Est earum consequuntur nam.",취업,2025-01-28 12:45:10.230717,861,62,False
275,Blanditiis rem facere blanditiis fugit esse perspiciatis necessitatibus culpa.?,"Quasi nihil nihil laudantium doloremque saepe. Unde sit illum. Temporibus rerum officiis asperiores facere error.
Illo sint esse facere esse architecto. Minus earum similique beatae nulla. Totam eos sit repellendus error tempore.
Iure error fugiat commodi voluptatibus modi. Atque aliquid dolorem autem quasi molestiae atque. Corrupti asperiores quaerat optio nostrum maiores rem.
Sapiente recusandae quae illo.",기술,2024-07-13 15:28:03.896024,955,12,False
276,Necessitatibus fugiat doloremque nostrum autem corrupti.?,"Dignissimos sit nesciunt deleniti quos.
Odio voluptates perferendis sed eligendi excepturi velit. Animi consequuntur repellendus ullam nobis ut sit.
Voluptas aliquam nemo dolorem. Vitae tenetur error quis occaecati non.
Nostrum at nam aperiam eum. Dignissimos amet voluptatum sed. Atque doloremque rem inventore.
Culpa beatae aut deleniti quo illum doloribus. Amet debitis sed voluptas suscipit eius. Accusamus a fuga cupiditate at quaerat.",학습,2024-10-07 04:00:34.430876,469,91,True
277,Rem impedit natus dolore asperiores possimus iusto qui saepe dolor.?,"Laudantium quasi explicabo rem repellendus ab. Eos similique perspiciatis sed.
Tempore placeat neque facere molestias pariatur. Officiis dolore repellat perferendis eveniet nihil. Molestiae explicabo veniam nesciunt quidem consectetur reprehenderit. Dolorem exercitationem quas assumenda aspernatur.
Aliquam placeat fuga beatae magnam consectetur quo.
Praesentium eligendi fugiat atque. Eligendi beatae maiores doloribus eveniet itaque expedita. Vel ex maxime doloremque neque reprehenderit quis.",기타,2025-04-01 18:01:03.145951,612,23,True
278,Ullam ratione qui fuga nesciunt eaque dicta at dignissimos.?,"Ad accusamus debitis. Autem porro accusantium dolore.
Eum molestias adipisci officiis. Dicta delectus tempora sint. Quod laborum labore soluta quam.
Quidem amet quo. Explicabo voluptates commodi quidem. Debitis numquam inventore quae dolores.
Dignissimos repellendus occaecati tempora ab quo illum. Exercitationem quidem necessitatibus natus excepturi.
Minus occaecati cumque possimus reiciendis similique. Eligendi ipsa sequi dolores.",학습,2025-05-22 15:51:14.813259,499,29,False
279,Eos soluta culpa ea expedita asperiores itaque modi laborum doloremque.?,"Necessitatibus autem alias. Ab quibusdam omnis suscipit nam quas totam hic.
Dicta autem laudantium et placeat quaerat beatae. Facere animi et officia delectus at deleniti. Sed dicta excepturi ipsam laudantium delectus.
Sunt ullam numquam consequatur maxime porro. Error voluptatibus dignissimos fugit.
Est perferendis iure. Quis molestiae aliquid facere quibusdam nulla possimus. Sed aspernatur dignissimos.
Quae dolores iure quaerat. Omnis itaque excepturi cum optio. Ex suscipit magnam quae.",취업,2025-01-31 12:09:43.046624,937,79,False
280,Veniam dicta dolorum quia quis.?,"Perspiciatis nisi laboriosam quod. A iure quisquam repudiandae commodi. Autem dolorem quas. Minima modi magni facere.
Quam soluta dolore quod totam. Quod consectetur earum fugit. Consectetur temporibus voluptatibus occaecati occaecati necessitatibus perspiciatis temporibus.
Doloremque animi qui ipsa quae hic. Libero odio unde necessitatibus nam placeat.",건강,2024-10-22 05:58:36.137148,27,73,False
281,Nesciunt rem vel illo culpa minus sequi debitis.?,"Voluptate repudiandae repellat iusto nemo aliquam. Maiores sequi quaerat ab reiciendis velit aut. Recusandae iure corrupti assumenda.
Maxime mollitia nostrum corrupti itaque asperiores tenetur. Quisquam quas eum veniam. Sunt corrupti aspernatur dolorum. Laudantium iure magnam sit unde.
Aspernatur nemo eveniet distinctio nisi fugit. Quisquam iure sint doloremque quasi.
Itaque natus accusamus repudiandae occaecati praesentium aperiam. Deserunt accusamus saepe exercitationem ratione.",건강,2025-03-12 22:02:38.532314,611,74,False
282,Ipsam rem repellat provident esse minus accusantium.?,"Magni ratione veniam nam reprehenderit saepe corporis sed. Officia laudantium ipsa. Repellendus odio nihil temporibus. Unde et eius laudantium possimus.
Dolorum suscipit et.
Laborum laboriosam eaque qui. Ab quos maxime quidem laboriosam fugiat aliquid. Earum maxime a animi suscipit laborum.
Natus expedita hic eius maiores. Dolorum alias reprehenderit qui nisi laboriosam. Sunt libero facilis soluta. Vel illo molestiae molestiae.",학습,2025-01-03 08:29:27.023060,465,61,False
283,Ipsa vel quod praesentium doloribus maxime illum.?,"Illo accusamus sit aliquam incidunt. Nam excepturi iusto adipisci amet saepe sapiente fugit. Nisi consectetur possimus architecto id consectetur.
Alias accusantium tempore temporibus consequuntur placeat temporibus veniam. Dignissimos perferendis impedit voluptas voluptate delectus placeat aperiam. Tempore autem numquam porro.
Hic fugiat laudantium deserunt consequuntur asperiores maxime. Facere qui doloribus fuga illo. Voluptates eum nobis repellendus reiciendis illo ducimus.",학습,2024-11-02 12:14:11.277134,746,33,True
284,Enim nam iste culpa quod odio incidunt impedit assumenda.?,"Occaecati porro esse autem perferendis fugit id harum. Quae laboriosam possimus magnam.
Asperiores aspernatur perferendis voluptate. Maiores facilis voluptate dolorum.
Excepturi quia vitae omnis quia tempora. Nemo quas possimus consequuntur occaecati tempore. Magnam voluptatibus recusandae minus officia quis iusto.
Exercitationem in pariatur impedit id autem. Laudantium veritatis labore repellat aliquam. Numquam incidunt temporibus iure repudiandae vitae.",생활,2025-02-06 09:11:34.233949,150,59,True
285,Eius at occaecati maxime eaque animi placeat perferendis nobis fugit.?,"Autem beatae tenetur. Dolores laborum ipsa assumenda.
Eum at dolor provident sed qui. Veritatis numquam fugit porro consequatur nisi.
Quae quos rem impedit temporibus consectetur nostrum.
Ab vero natus iste esse. Dicta id nam sunt adipisci.
Numquam asperiores provident magnam. Velit maiores sed labore ut. Tempora qui enim.
Dolor ducimus fuga perspiciatis quia sequi. Debitis autem quaerat necessitatibus. Rerum expedita accusantium aliquam explicabo.",기타,2024-11-13 21:24:57.037151,683,53,True
286,Voluptatibus in perferendis voluptates repellendus eius veniam sapiente eligendi illum.?,"Dolore inventore numquam quas quae. Quibusdam ullam ea dolor eaque recusandae.
Saepe fugiat dicta similique nemo doloremque. Fugiat quis explicabo ex hic id.
Nam atque ad numquam. Ipsam perferendis magnam sunt nemo unde.
Earum dolores aut deserunt repudiandae quisquam maiores. Vero quibusdam tenetur nisi explicabo.
Laboriosam ullam cupiditate. Blanditiis quas dignissimos quis iusto. Ipsam fugiat similique fugiat sequi.",학습,2025-01-13 06:34:23.002589,191,62,True
287,Doloribus officia sit deleniti placeat alias similique numquam.?,"Eius suscipit doloribus consequuntur ex sapiente odit autem. Facere ipsum id libero minus libero quos. Quaerat eum ut laborum labore.
Consequuntur blanditiis porro illo iusto doloribus quaerat. Quia numquam tenetur quibusdam iure itaque laboriosam. Ut error culpa accusantium. In doloremque soluta unde accusamus repudiandae.
Consequatur assumenda animi iusto voluptas minus. Explicabo inventore alias minima ipsa maxime. Fuga odio consequuntur optio quis dolores commodi.",학습,2024-12-06 09:50:08.359575,968,86,True
288,Voluptates ab ratione nobis eaque ipsum perferendis cumque placeat.?,"Iste ut culpa ex eum similique. Nihil neque dignissimos numquam.
Ducimus vero voluptatibus aspernatur officiis corporis.
Quam cum ducimus ad consequatur quam atque. Harum excepturi adipisci fugiat fugiat veniam eum.
Error nisi voluptatibus odit nesciunt doloremque eligendi. Est tempora consectetur labore unde assumenda.
Corporis vero optio veritatis ullam accusantium quibusdam. Quisquam sint sunt veritatis tenetur doloremque.
Provident distinctio quas possimus. Ratione recusandae velit.",취업,2025-03-01 01:46:06.009759,747,9,True
289,Quod possimus ut ea deserunt a ut.?,"Tenetur reprehenderit ducimus quas. Dignissimos mollitia reprehenderit et sunt rerum illo. Libero aut quo dicta nesciunt nesciunt. Occaecati ea ea quidem tenetur maxime.
Aliquam delectus id nam voluptas maiores. Dolorem odio ipsa laborum architecto exercitationem. Aliquam voluptate vel.
Vero illum dolor aliquam minima repudiandae illo. Cumque vitae quos quae in.
Corrupti beatae quibusdam aut voluptatum magnam eos. Sint consequuntur eveniet similique sequi.",취업,2025-01-16 12:07:31.799576,796,46,True
290,Dicta officiis praesentium repudiandae commodi.?,"Nostrum vero quae debitis. Sunt repellat et optio.
Sint corporis laboriosam.
Occaecati quaerat dolores voluptates aliquid. Quisquam sequi vero sequi.
Voluptates cumque consequatur eum. Amet a dignissimos enim explicabo maiores. Repellat mollitia nam aliquam commodi autem aliquid.
Et id molestiae iure. Nam eum minus magnam. Quisquam iusto unde necessitatibus.
Praesentium voluptates officiis explicabo. Vero quisquam inventore fugit.",생활,2024-11-30 03:35:03.168695,457,36,False
291,Excepturi occaecati minima repudiandae aut praesentium.?,"Architecto non fuga saepe eius optio. Nemo unde nostrum fugiat maiores.
Accusamus tempore ad laborum excepturi. Fugiat velit ipsa velit dolores.
Quidem labore eos. Natus nulla fuga sapiente.
Nemo hic quasi ipsa voluptatibus quae accusamus. Voluptate dignissimos non doloribus consectetur.
Voluptates quo ab. In beatae ea ad aut vitae odio.
Nulla fugiat aspernatur aliquid quaerat odio itaque. Quaerat debitis vitae nihil.",생활,2024-06-24 02:29:31.759765,353,10,False
292,Qui fuga at hic delectus soluta.?,"Iure provident tempore ut. Delectus nesciunt fugiat aliquam quam repellendus. Natus repellendus aut impedit.
Fugiat rerum sequi numquam accusantium cumque. Magnam illum iure incidunt dolor cumque quidem sit.
Illum sapiente magni ex. Praesentium tempora veritatis fugit.
Temporibus placeat voluptate illum praesentium sint. Suscipit cumque dignissimos sit praesentium. Eligendi asperiores quod corrupti architecto in repellat.
Ducimus eaque ipsum sed vel laboriosam dignissimos consequatur.",기타,2025-04-16 19:06:38.796150,25,84,False
293,Eligendi commodi explicabo quas ad natus voluptatem.?,"Doloremque assumenda nesciunt iusto aliquid quae rerum. Expedita illum veniam occaecati ut.
Animi incidunt deserunt dolorum eius. Earum molestias debitis fugit esse rem similique. Rem sunt suscipit recusandae.
Nemo quaerat provident. Neque reiciendis adipisci libero maiores dolore. Quasi quisquam culpa ex distinctio officiis.
Vel velit inventore similique quod. Corrupti exercitationem iure eligendi. Distinctio velit soluta incidunt doloribus iste in.",학습,2025-02-02 13:47:50.097049,156,8,True
294,Maiores placeat reiciendis architecto nulla sapiente iusto.?,"Deleniti eligendi earum temporibus. Alias minima possimus molestiae nobis non ipsa. Fuga nobis vitae ratione soluta iusto ut est.
Necessitatibus dolor minus laborum dolorum autem doloremque. Corrupti animi delectus temporibus.
Voluptatum iusto a commodi at vitae.
Totam sapiente est provident non veniam dolorem saepe.
Ea laboriosam consectetur consequuntur ipsa nemo deleniti. Harum asperiores sed inventore expedita. Quia aliquam itaque assumenda deserunt accusantium.",생활,2024-11-20 08:05:21.017693,917,39,True
295,Nobis sequi nemo tenetur deleniti odit quaerat.?,"Nulla saepe voluptatem iusto voluptates. A facere quidem ipsum adipisci corrupti voluptates. Tempora impedit quia.
Autem corporis sunt sint non. Eum nihil non voluptatibus totam alias corporis. Provident laudantium molestiae necessitatibus dolorum reprehenderit in. Amet iste eligendi saepe mollitia dicta placeat.
Esse corrupti laboriosam sed ratione. Dicta odio repellat porro accusamus debitis. Adipisci quam accusantium doloribus quo.",기타,2025-04-06 21:57:18.378745,990,21,True
296,Cum at accusantium odio blanditiis commodi dolores.?,"Ut ut fugiat fugiat. Aspernatur alias ex laboriosam eveniet.
Nam temporibus assumenda repellat. Optio blanditiis velit cum placeat doloribus asperiores. Ducimus unde tempore dolore.
Fuga eligendi quos quo excepturi sequi quod. Voluptate rerum debitis est quae eius.
Ratione id excepturi deserunt sequi quod expedita quod. Molestias maxime quam quae pariatur sapiente quae.",건강,2024-11-06 11:12:10.901978,901,38,True
297,Esse temporibus provident aliquid excepturi totam atque.?,"Cumque eius inventore consequatur id maxime. Sit reiciendis nemo assumenda pariatur repellat minus. Laboriosam odio illo.
A nam ex in exercitationem.
Nobis saepe eaque in quas magnam odit. Repellendus blanditiis ad praesentium animi velit ea unde. Vitae ipsa incidunt culpa possimus nemo.
Ad rem veritatis temporibus quia. Voluptatem non nam voluptatum ducimus vitae.
Iste cupiditate omnis ullam. Recusandae ipsam incidunt.
Unde vel quaerat ipsam deleniti eaque delectus. Iure sunt nemo nam.",기술,2024-12-12 19:51:22.441109,471,39,True
298,Voluptate eveniet distinctio accusamus et asperiores.?,"Labore ut deserunt magni nam consectetur. Odit ducimus magnam voluptatem distinctio.
Commodi voluptatem sed deleniti quia sequi. Ratione quae itaque alias consectetur consectetur officiis earum. Sint facere reiciendis rem culpa at.
Ea nam aliquid quam molestias.
Laboriosam iusto cumque odio hic. Dolorem fugit deserunt fugit aliquid quidem cumque soluta. Cum earum provident dolore quo.
Eius placeat nulla aliquid nobis voluptatem. Ipsa vel a voluptatem ad illo.
Maxime ipsa in laudantium.",기타,2025-03-11 03:08:25.383697,847,5,True
299,Eaque cupiditate ducimus non corporis sapiente.?,"Tempore vero accusamus quisquam architecto dicta fuga. Vero mollitia eveniet dicta accusantium nisi voluptatem in.
Aut minus autem. Eius possimus incidunt voluptatibus quo dolorum sunt.
Excepturi minus officia expedita aperiam sunt. Similique cupiditate temporibus beatae. Temporibus molestiae saepe consequatur nostrum iusto.
Commodi ab quaerat minima perferendis molestiae possimus blanditiis.",기타,2024-12-14 16:32:56.572589,671,8,True
300,Exercitationem cupiditate cupiditate illum cumque sit illum iure culpa.?,"Officiis ipsam iusto ea deleniti cupiditate. Odio iste et ipsum quod. Nobis aperiam sapiente.
Accusamus cumque vel consequuntur consequuntur minima maxime laboriosam. Minus quidem doloremque aliquid.
Laborum natus ratione qui ex illo quisquam asperiores. Vero iste illo officia veniam. Sed deleniti suscipit facilis culpa excepturi occaecati.
Placeat numquam possimus quae enim molestias molestiae. Iusto voluptates dolores. Corporis eligendi cumque eum eveniet at.",기술,2024-10-20 12:52:49.431642,202,94,False
